web_id,strasse_original,cleaned_strasse,plz,ort,beschreibung,has_comma,has_slash,has_range,multiple_numbers,multiple_streets,kept_text_after_number
1811,,Hindenburgdamm 94 Lidl,12203,Berlin,"2025-06: 5 Mehlschwalbennester und diverse Reste davon unter dem Dach am Haus (Eingang Lidl). Die Nester sind bewohnt und werden angeflogen.

2024-05: Online-Formular 26.05.2024: Mehlschwalben; ca. 10 Nester, 4 ""bewohnte"" Nester gesehen

2022-05: bewohntes Schwalbennest, andere Nester & Reste

2019-05/06: Schwalben: Bewohnte, vollständige Nester & Reste von Nestern, Einflüge: Hindenburgdammseite
Nistplätze: an den Gebäudeseiten zum Hindenburgdamm (rechts vom Eingang Lidl), zur Dürerstraße und zur Hofseite (div. Fotos mit Markierungen)
Teilweise Reste von Schwalbennestern: abgeschlagen?
",0,0,0,0,0,0
1769,,"Hiroshimastr. 11, Griechische Botschaft",10785,Berlin,"2025-05: Öffnungen sichtbar, Foto vorhanden, keine Einflüge festgestellt, Parkplatz ist inzwischen versiegelt, kein Zugang möglich

2020-05 Nachkontrolle: Erstbeobachtung konnte bestätigt werden, Stare fliegen regelmäßig in die Löcher an der Seitenfassade. 
Das anliegende Grundstück ist ein Schotter-Parkplatz. Laut Medienberichten sollte das Grundstück als Teil der griechischen Botschaft ebenfalls bebaut werden, die Bauarbeiten zur Fertigstellung des Botschaftsgebäudes stehen jedoch seit Jahren still.

2019-03 Meldung über Online-Formular: In der linken Seitenfassade der griechischen Botschaft (zur Zeit leerstehend) zur Seite der italienischen Botschaft hin befinden sich mehrere Löcher, in denen regelmäßig Stare brüten. Im vorderen Bereich mindestens ein bis zwei und im hinteren Bereich, der vermutlich schon zur estländischen Botschaft gehört, noch einmal zwei. Sollte hier das zur Zeit noch freie, anliegende Grundstück irgendwann bebaut oder die Seitenfassade erneuert/ausgebessert werden, sind die Bruthöhlen gefährdet. ",0,0,0,0,0,0
1835,,Hirschfelder Weg 5,12679,Berlin,"2019-07: Meldung über Online-Formular: Die Fledermäuse haben wir schon im letztem Jahr (2018) direkt über unserem Schlafzimmerfenster beobachtet. Wir wohnen in einem Neubau mit 3 Etagen, ganz oben in der 3.Etage. Unter der Dachkante (abgewinkeltes Blech) haben sie Ihr neues Zuhause gefunden. Wir freuen uns, dass die Fledermäuse auch dieses Jahr (2019) wieder Ihre ""Kinder"" bei uns groß ziehen.",0,0,0,0,0,0
1714,,Hochstrasse 2,12209,Berlin,"2018: Mauersegler: Dachkante unter der Regenrinne an der Ostseite, schon seit einigen Jahren, Haussperlinge ebenfalls unter Regenrinne an der Dachkante an der Ostseite, schon seit einigen Jahren
Haubenmeise in Loch im Putz in ca. 5m Höhe an der Ostseite,",0,0,0,0,0,0
835,,Hoeppnerstr. 19,12101,Berlin,2011 1x Sperlinge ca. 2m von rechter Hausecke unter Dachrinne,0,0,0,0,0,0
1058,,Hoeppnerstr. 21/23,12101,Berlin,2012 1x Sperlinge an Grenze zur 23 an Fallrohr,0,0,0,0,0,0
834,,Hoeppnerstr. 22 c,12101,Berlin,2011 Linke Hausseite Mauersegler unter Dachrinne,0,0,0,0,0,0
836,,Hoeppnerstr. 22 e,12101,Berlin,2011 mittig zum Haus unter Dachrinne 1x Sperlinge,0,0,0,0,0,0
1056,,Hoeppnerstr. 29/31,12101,Berlin,2012 1x Mauersegler an Grenze zur 31 an Fallrohr,0,0,0,0,0,0
1057,,Hoeppnerstr. 31,12101,Berlin,2012 1x Sperlinge in Ecke an Vorbau,0,0,0,0,0,0
1265,,Hohenfriedbergstr. 1/2,10829,Berlin,"2013 1x Mauersegler am Haus, auch Kotspuren unterm Dach (Ecke)",0,0,0,0,0,0
466,,Hohenstaufenstr. 58,10781,Berlin,"linke Hausecke Balkonfront, dort rechts unter Dachrinne Sperlinge, sehr viele Mauersegleranflüge, Achtung, Haus stark renovierungsbedürftig",0,0,0,0,0,0
105,,Hohensteiner Str. 3,14197,Berlin,"2005: 1x Mauersegler und 4x Sperlinge
Haus verläuft 90° zur Straße, und zeigt mit Giebelwand zur Straße, am Giebel unter  Dachziegeln alle Niststätten: linke Seite 2x Sperlinge (ca. 1m und 3m von unterem Rand des Giebels gesehen) / rechte Seite: 2x Sperlinge (1x direkt unten am Giebelansatz, 1x ca. 1m darüber), die Mauersegler ca. 2m von oben.",0,0,0,0,0,0
361,,Hohenzollerndamm 150,14199,Berlin,"2009: Erkerfenster an Dach, am 2. Fenster von rechts 1x Mauersegler
2008-07: unter den Ziegeln am Erkerfenster",0,0,0,0,0,0
1690,,Hohenzollerndamm 76,14199,Berlin,"2020-06: Einflüge Mauersegler und Haussperlinge am Dach

2020-06: Erneut Einflüge Mauersegler (erneut wie unten)

2019-05: Einflüge Mauersegler von 2018 bestätigt, weiterer Einflug mittiger unter Regenrinne (s. Fotos mit Markierungen)

2018-05: Mauerseglereinflüge unter Regenrinne (s.Fotos mit Markierungen)",0,0,0,0,0,0
584,,Hoher Steinweg 6,13597,Berlin,"2010 2x Sperlinge, unter Dachrinne an Hausgrenze zur Nummer 6 - altes Haus",0,0,0,0,0,0
1407,,Hohmannstr. 9 /Dievenowstr. 14,14199,Berlin,"2014: viele Sperlinge, mehrere Einflüge verteilt an Dach, Mauersegler? Anflüge
siehe auch Dievenowstr. 14/Hohmannstr. 9
",0,0,0,0,0,0
1686,,Höhndorfstraße 8f,12101,Berlin,07-2018: 2 Einflüge unter Dachrinne. Linke Gebäudehälfte. Sehr viel Mauersegleraktivität in der direkten Umgebung. Weitere Nistplätze sehr wahrscheinlich.,0,0,0,0,0,0
884,,"Holsteiner Ufer 28/30, 32/34",10557,Berlin,"2025-04: Nr. 28: Entfernte Schwalbennester in Ecken von Balkonen im 1. OG Mitte, 1./2. OG rechts, 2. OG links deutlich zu erkennen. Kein Zugang zu “Brandmauern” in 28/30/32/34 oder Hauseingang 34, Anwohner ist kein Haussperlingsnest im Innenhof bekannt

2025-04: Nr. 34: Die in 2011 gemeldeten Sperlinge im Hauseingang der Hausnummer 34 konnte ich nicht kontrollieren. Aber an den Balkonen ist es deutlich sichtbar. Ein Foto vom Balkon 1. OG anbei. Zunächst dachte ich, dass dort ein Nest ist, aber mit Fernglas und beim Ranzoomen ist deutlich zu erkennen, dass dort Nester entfernt wurden!


2011-05: Sperlinge etliche Nester zwischen den Brandmauern der genannten Hausnummern und unter den Dachkanten",0,0,0,0,0,0
885,,Holsteiner Ufer 34,10557,Berlin,"2011 Mehlschwalben im Hauseingang, Nester werden zerstört",0,0,0,0,0,0
1771,,Holsteinische Str. 17,12161,Berlin,"2018 und 2019: Gartenhaus bzw. Seitenflügel des Hauses Nr. 17, Hauswand links von Hausaufgangstür, nistendes Sperlingspärchen in Mauernische oben unter der Regenrinne direkt links vom Fallrohr ",0,0,0,0,0,0
1068,,Holsteinische Str. 2,12163,Berlin,"2013: an linker freier Hausseite 2x Sperlinge unter Sims/Verblendung, es gibt einen Dachaufbau, dort an linker Ecke unter Dachrinne Sperlinge, Mauersegler ca Mitte Dachaufbau linke Hausseite unter Dachrinne",0,0,0,0,0,0
1438,,Holsteinische Str. 29,12161,Berlin,"2014: 6x Sperlinge verteilt unter Dachrinne, viele Mauersegleranflüge",0,0,0,0,0,0
506,,Holsteinische Str. 45,12161,Berlin,"altes Haus, 2x Sperlinge am Vorsprung links von Haustür unter Dachrinne, am Fallrohr links von Haustür 1x Sperlinge, rechts von Haustür Balkonfront, oben am Vorsprung linke Ecke und Mitte 2x Sperlinge unter Dachrinne",0,0,0,0,0,0
522,,Holsteinische Str. 45/46,12161,Berlin,"2011: Doppelgiebel, viele Mauersegleranflüge, ansonsten Sperlinge wie in Vorjahren

2010: Renovierungsbedürftige Fassade, mehrere Sperlingspaare und sehr viele Mauersegleranflüge: an linker Hausgrenze ist ein Vorsprung mit Dachrinne, dort unter Metallverblendung 1x Sperlinge // Balkonfront über Haustür, dort oben links an Dachrinne/Fallrohreingang 1x Sperlinge // dort noch 1x Sperlinge mittig an Dachrinne // rechts von Haustür ist ebenfalls Balkonfront, dort mittig unter Dachrinne auch 1x Sperlinge

",0,0,0,0,0,0
528,,Holsteinische Str. 47/Peschkestr./Schöneberger Str.,12161,Berlin,"Sehr viele Anflüge in das Hofkarree, leider konnte ich von der Str. Schöneberger 10 nur einen sehr kleinen Teil einsehen und keinen Einflug an den Stellen sehen, die ich überprüfen konnte.

siehe auch Peschke und Schöneberger",0,0,0,0,0,0
1826,,Holsteinische Str. 48,12163,Berlin,"19-06: Mehrere Anflüge von Sperlingen, rechte Hausseite ganz oben am Übergang zwischen Hausfront und Dachstuhl zwei nebeneinander liegende Einflugstellen, offenbar Brutstätten",0,0,0,0,0,0
1461,,Homburger Str. 26,14197,Berlin,div. Sperlingsnester an Gebäudeseite Aßmannshauser Str. im Dachbereich: Gesimskästen/Regenrinnen sowie in der Holzkonstruktion des Daches.,0,0,0,0,0,0
146,,Homburger Str. 39-39 a/Binger Str. 72,14197,Berlin,"2007: 1x Mauersegler unter Dachrinne etwa in Mitte des Balkons in Front Homburger
2006: Gebäudefront bildet von Homburger Str. aus gesehen Hufeisen, offen zur Homburger Str., in Mitte Spielplatz, an linker Seite an Nr. 39: 1x Sperlinge ca. 50 cm links von Haustür, 1x Sperlinge ca. 10 m von Ecke",0,0,0,0,0,0
113,,Homburger Str. 4,14197,Berlin,"2005: alle Einflüge an Jalousiekästen 5x Mauersegler (wahrscheinlich an anderen noch, Nistspuren an anderen Fenstern, Sperlinge?)
Fenster 3. Etage rechts neben Haustür, Fenster bestehen aus zwei eng nebeneinander stehenden schmalen Fenstern: am ersten ""Doppelfenster"" linkes und rechtes Fenster je 1x, am zweiten ""Doppelfenster"" linkes Fenster 2x (dort wieder rechts und links) und linkes Fenster 1x",0,0,0,0,0,0
62,,Homburger Str. 45/Binger Str.,14197,Berlin,"Eckhaus zur Binger Str.,
2008: 1x Mauersegler unter Dachrinne Richtung Homburger Str., ca. 1m von Ecke entfernt unter Dachrinne (Mitte Balkon)
1x Sperlinge unter Dachrinne, ca. 2m von Ecke zu Binger Str.
1x Mauersegler unter Dachrinne Richtung Homburger Str., ca. 1m von Ecke entfernt unter Dachrinne
2006: an gleicher Stelle Sperlinge, zusätzlich weitere Sperlinge (1x) unter Dachrinne, ca. 2 m von Ecke zu Binger Str.",0,0,0,0,0,0
140,,Homburger Str. 50,14197,Berlin,"2010: Mauerseglerkasten rechts von HAT Sperlinge
2008: Schwegler-MS Kasten links von Haustür 1x Mauersegler
2006: 1x Sperlinge im Mauersegler-Nistkasten, Kasten links von Haustür aus gesehen
Mehlschwalben im Balkon erste Etage links",0,0,0,0,0,0
63,,Homburger Str. 52,14197,Berlin,"2010: Balkone 1. Etage: linker Balkon 1x Mehlschwalben an kleinem Fallrohr, rechter Balkon 2x Mehlschwalben unter dem Balkon""trauf"" // 1x Mauersegler im Schweglerkasten links von Haustür
unter Dachvorsprung im Mauerseglerkasten links und rechts von Haustür je 1x Sperlinge (Homburger 50, 52, 54 sind mehrere Mauerseglerkästen angebracht, ich habe sie oft vorbei (""antäuschen"") fliegen sehen, aber noch nicht rein.)
2007: Kasten rechts von Haustür Sperlinge
2006: Kasten rechts von Haustür Sperlinge, Kasten rechts von Haustür 1x Mauersegler (langer Schwegler-Kasten), dort waren erst Sperlinge drin
2005: Kasten links von Haustür Mauersegler",0,0,0,0,0,0
139,,Homburger Str. 8 i,14197,Berlin,2006: Sperlinge in Jalousiekästen 1. und 3 Etage (an erster Fensterfront rechts neben Haustür),0,0,0,0,0,0
1393,,Hönower Str. 10,10318,Berlin,"2015 2 Staarenpaare: im Hof Südostseite im Gebäudeteil Hönower Str. 10 (Eckgebäude mit der Gundelfinger), unter der Dachrinne
2015 Haurotschwanz, vermutlich Hönower Str. 10 unter der Dachrinne, Richtung Nordost",0,0,0,0,0,0
1192,,Hönower Str. 10/ Gundelfinger 25,10318,Berlin,"2013 Rückseite, hofseitig rechts unter Dachrinne 1x Mauersegler, 2x Stare am haus",0,0,0,0,0,0
1426,,"Hönower Str. 11, 12",10318,Berlin,"2014: Nach Angaben der Melderin seit Jahren an beiden Häusern Mauersegler unter Dachrinne, keine genaue Positionsbeschreibung",0,0,0,0,0,0
1197,,Hönower Str. 33,10318,Berlin,2013 Haussperling om Dachkasten links über der Haustür,0,0,0,0,0,0
1657,,"Hornblendeweg 2, Schule am Sandsteinweg",12349,Berlin,"2019-08: Kein Hinweis auf Nester, Nistmaterial oder Kotspuren am Schulgebäude und Nebengebäuden gefunden

2018-04: Ersatzmaßnahmen Rückseite (Nistkästen am Hauptgebäude,hofseitig): 5x Mauerseglerkästen. In 3 Kästen Sperlinge Ein-/Ausflug, Aufenthalt, Nest offensichtlich",0,0,0,0,0,0
716,,Horst-Kohl-Str. 18-19,12157,Berlin,"2012 ebenfalls
2011 viele Mauersegler: 1 x straßenseitig; 4x Nistplätze hofseitig! unterm Dach rechts, Kotspuren erkennbar; hofseitiger Zugang über Kissingerstr. 15
Mehlschwalben 2 Nester (links mit Aus- und Einflügen) jeweils 3. OG kleine Fenster neben Erker; in linker bzw. rechter Fensternische",0,0,0,0,0,0
962,,Hortensienstr. 16,12203,Berlin,"2012: Dachausbau, keine Schwalbennester, nicht sanierter Altbau. Es ist nur 4geschossig. Ein Kasten (wahrscheinlich Meisenkasten) am Dach an der Dachterrasse, Meisenkasten rechts in ca. 2m Höhe. Viele Sperlinge, ein Grünfink zu sehen, kein Einflug.
Altdaten 2003: Haussperling Loch unterm Dach, Mehlschwalben am Balkon 3., 5. und 6. OG.",0,0,0,0,0,0
963,,"Hortensienstr. 17, 17a, 17 b",12203,Berlin,"2021-05: Hortensienstr. 17 und 17a gehören zu dem ganzen Gebäudekomplex, an dessen
Wänden in unterschiedlicher Zahl Ersatznistkästen für Mauersegler,
Sperlinge und Fledermäuse hängen. Der weiträumige Innenhof ist nicht
frei zugänglich, aber soweit sichtbar, hängen auch dort Ersatznistkästen.
Mehrmaliges Beobachten eines Sperlings mit ""Baumaterial"" beim Einfliegen in der Hortensienstr. 17, Ostwand.

2020-04: 
- Einflug Sperling; Nistkästen für Mauersegler u.a.
- Laut Aussage einer Anwohnerin werden Fledermauskästen angenommen, nicht selbst beobachtet

von Altdaten 2001: 
2012: 17, 17 a und 17 b (ein Haus) saniert, aber: Nr. 17: ein Mauerseglerkasten vorn am Haus unter Regenrinne, einer rechts am Seitenflügel, ein Nistkasten mit 6 ovalen Öffnungen vorn neben Mauerseglerkasten unter Regenrinne. Mauerseglerkasten vorn Einflug wahrscheinlich Sperling, Nistmaterial am Nistkasten aus Offnung 2 und 3 von links. Mauerseglerkasten Seitenflügel: Einflug Haussperling (Männchen). Nr. 17 a und 17 b: je ein Fledermauskasten vorn unter Regenrinne (laut Anwohnerin wahrscheinlich nicht mit Fledermäusen besetzt, aber Anschein von Nistmaterial). Nr. 17b: Seitenflügel ein Mauerseglerkasten unter Dach, wahrscheinlich (laut Anwohnerin) nicht besetzt. Keine Schwalbennester.",0,0,0,0,0,0
964,,Hortensienstr. 23,12203,Berlin,"2012 unter der Dachrinne Straßenfront, 7 Nistplätze Mauersegler, jeweils ein Einflug, außer Platz II 2 Einflüge, Trupps von bis zu 20 Mauerseglern über dem gesamten Gebäudekomplex am S-Bahnhof",0,0,0,0,0,0
1446,,Hortensienstr. 28/Enzianstr. 5,12203,Berlin,"2024-09: Gerüstarbeiten: Bauherr hat sich bei der Gutachterin gemeldet
2020-04: Gebäude wird saniert. Laut UNB Gutachterin eingeschaltet.

2019-06: Einflüge Mauersegler an der Hausseite zur S-Bahn-Trasse, Gebäudeseite Moltkestraße/Enzianstraße (linke Hausecke), Einflugloch Mauersegler
Gebäudeseite Hortensienstraße, Einflüge Sperlinge (Protokoll mit Fotos vorhanden)

2011, 2013, 2014 dito
2009 sehr viele Niststätten Mauersegler auf jeder Seite des Hauses, unter der Regenrinnen bzw.am Dachüberhang, siehe auch Beschreibung Enzianstr. 5
",0,0,0,0,0,0
352,,Holbeinstr. 34,12203,Berlin,2022-05: Einflug Haussperling am Dach; viele Spatzen vor Ort,0,0,0,0,0,0
1814,,Hubertusallee 10,14193,Berlin,"2022: Einflüge Sperlinge
2019-05/06: Einflüge beobachtet an der Hausseite zur Straße hin, unter Dachschindeln (s. Markierung an Fotos)
2012: zweite Stelle 
2008: unter Dachziegeln am Erker",0,0,0,0,0,0
1822,,Hubertusallee 13,14193,Berlin,"19-06: Sperlingseinflüge Hausseite/Erker vorne links, Einflüge unter die Dachziegel (Foto mit Markierungen vorhanden)

",0,0,0,0,0,0
1938,,Hubertusallee 19,14193,Berlin,2020-04: Einflüge Haussperlinge am Dach linke Hausseite,0,0,0,0,0,0
1732,,Hubertusallee 41,14193,Berlin,"2018: rechte freie Hausseite, hinterer Fallrohreingang Sperlinge, An der Ecke ein Loch, dort Stare, es halten sich viele Sperlinge am Haus auf.
",0,0,0,0,0,0
165,,Hubertusstr. 10,12163,Berlin,2006: 3x Sperlinge in Richtung Hausgrenze zur Nr. 11 unter Dachrinne viele Anflüge,0,0,0,0,0,0
164,,Hubertusstr. 2,12163,Berlin,2006: 1x Sperlinge an der Hausgrenze zur Nr. 3 am Fallrohr/Dachrinne,0,0,0,0,0,0
682,,Hubertusstr. 6,12163,Berlin,2010 Sperlinge im Fassadengrün sowie in den Fassadenlöchern (Belüftungen?) oben links (in Fütterung und von unten gut zu erkennen durch heraushängendes Nistmaterial),0,0,0,0,0,0
166,,Hubertusstr. 7/Düppelstr.,12163,Berlin,"2006: 4x Sperlinge 1x am Fallrohr Loch Höhe 2. Etage, dann 3x unter Stuck an verschiedenen Fenstern",0,0,0,0,0,0
1502,,Hundekehlestr. 10/ Ecke Kösener,14199,Berlin,"2015 Hauseingang liegt in der Kösener Str., links von Haustür in Linie nach oben 1x Sperlinge in Ecke am Vorbau unter Dachrinne/ Mauersegler  unter Dachrinne rechts von Haustür, Nähe rechte Hausgrenze // außerdem deutliche Brutspuren und Anflüge am runden Vorbau des Hauses //außerdem zahlreiche Einflüge in den Hofbereich, der nur schwierig einsehbar ist, die Anflüge kann man von der Einfahrt der Hundekehlstr. 12 sehen",0,0,0,0,0,0
1411,,Hundekehlestr. 16/17,14199,Berlin,"2014 rechte Hausseite an Dachrinne Sperlinge, und starke Brutspuren daneben, nach Aussage von Hausbewohnern Mauersegler, Kontrolle auf Mauersegler wird 2015 gemacht
",0,0,0,0,0,0
1248,,Hundekehlestr. 16/17,14199,Berlin,"2014 rechte Hausseite an Dachrinne Brutspuren, Kontrolle",0,0,0,0,0,0
1505,,Hundekehlestr. 33 / Eckhaus Heydenstr.,14199,Berlin,"2015 Haus freistehend, rechte freie Seite von der Hundekehlstr. aus gesehen 2x Mauersegler unter Dachrinne/Holztrauf zwischen den beiden Fenstern, und 1x Mauersegler an Ecke Dachrinne Richtung Hof. Mehr Nester werden vermutet, da auch an der Hinterfront viele Anflüge erfolgt sind. Sperlinge am Haus.",0,0,0,0,0,0
1503,,"Hundekehlestr. 8,9,9a / Eckhaus Kösener",14199,Berlin,2015 Sperlinge verteilt unter Dachrinne/Holztrauf in Front zu beiden Straßen,0,0,0,0,0,0
1253,,Hünefeldzeile 1,12247,Berlin,"2014: 6-8 Anflüge kurz hintereinander, über Eingang, unter Regenrinne links",0,0,0,0,0,0
1369,,Hünensteig 10,12169,Berlin,"2015-04: 3 Sperlingseinflüge unter Metallverblendung des Daches an 2 unterschiedlichen Stellen jedoch relativ dicht beieinander.
",0,0,0,0,0,0
1357,,Hünensteig 12,12169,Berlin,2015-04: 2x Sperlingseinflüge unter Metallverblendung des Daches. Nistmaterial erkennbar. Vermutlich noch weitere Nester entlang der Verblendung.,0,0,0,0,0,0
675,,Hünensteig 20-28,12169,Berlin,"2010-07 Sperlinge + ggf. Mauersegler - Kontrolle: Nistmaterial sichtbar
in Mauerwerksschäden unter den Dachverblendungen",0,0,0,0,0,0
1100,,Hünensteig 30-38,12169,Berlin,"Gebäudekomplex Immenweg 20-26/Hünensteig 30-38

2025-07: Immenweg 20-26: Sanierung vor Jahren (2011?): ökologischer Ausgleich in Form von Einfluglöchern im Dachkasten geschaffen. Alleine an der Straßenfassade 48 Nistmöglichkeiten gezählt. An der Hoffassade ca. 10 Löcher im Dachkasten gezählt (schlecht einsehbar). Dem großen Trupp dort fliegender Mauersegler nach, sollte zumindest ein Teil der Nistmöglichkeiten auch von den Tieren genutzt werden

2013-07: Nr. 30: Straßenfront, mehrere Anflüge zweier Mauersegler unter Dach mittig rechte Seite, für Sicht der Einflüge schon zu dunkel

2011-07: Immenweg 20-26: Sperlinge",0,0,0,0,0,0
1924,,Huronseestr. 70-82,10319,Berlin,"2020-04: UNB kümmert sich, hat Kontakt zum Eigentümer

2020-04: Dort sind schon immer Haussperlinge gewesen, einen Einflug in ein Lüftungsloch auf der Rückseite (Balkonseite) der Nr. 82 habe ich gestern beobachtet und festgehalten. An den Fassaden sind mehrere offene Lüftungslöcher, aber sicher auch Platz unter der Dachblende",0,0,0,0,0,0
1694,,"Hüttenweg 40, Biesalski-Schule",14195,Berlin,"Schulsanierung Biesalski-Schule

2020-04: An der Nordwestseite hatte ich eine Stelle markiert, mit 10 – 15 Löchern in der Dämmung, in die mehrere Sperlinge und ein Star aus und einflogen. Diese Löcher sind vor wenigen Tagen zugespachtelt worden und die Fassade hat neue Farbe bekommen. Das Gebüsch unterhalb ist ganz frisch mit Farbe besudelt. Zumauern von Gebäudebrütern nicht ausgeschlossen.

2018-05: Loch über Fenster in Fassade: Stareinflug, div. Löcher in Fassade: Sperlingseinflüge (s. handschriftl. Skizze)",0,0,0,0,0,0
1695,,"Hüttenweg 40, Quentin-Blake-Grundschule",14195,Berlin,"Schulsanierung Quentin-Blake-Grundschule

05/06-18: Schwalben zwischen Schächte der Lüftungsanlage (Rückseite des Schulgebäudes) und ein Nest auf der vorderen Seite des Traktes, Sperlingsein- und Ausflüge Vorderseite am Hüttenweg unter Dachrinne und Spalt neben Fallrohr, senkrechte Blechleiste: Sperlinge (s. handschriftl. Skizze)",0,0,0,0,0,0
1850,,Iburger Ufer 4-8,10587,Berlin,"Meldung über Online-Formular

2019-09: Nachkontrolle: Laut Aussage einer Mieterin (vermutlich Melderin) nisten Vögel im vorderen Bereich des Hauses und besonders im Durchgang zum Innenhof; Löcher und Reste von Nistmaterial vorhanden; Sanierung steht zumindest dieses Jahr nicht an; Vermieter wurde von Mieterin aufgefordert Nisthilfen anzubringen, bisher ohne Erfolg
Foto 1: Durchgang zum Innenhof, unsaniert, in der Decke Löcher
Foto 2: Löcher in der Decke des Durchgangs, war wohl mal Beleuchtung, ggf. Niststätte

2019-08: Meldung über Online-Meldeformular: Es ist ein Plattenbau Hochhaus. Viele Platten sind beschädigt. Sie werden eventuell ausgetauscht. Dort aber leben die Vögel.",0,0,0,0,0,0
751,,Immenweg 20-26,12169,Berlin,"Gebäudekomplex Immenweg 20-26; Hünensteig 30-38

2025-07: Sanierung vor Jahren (2011?): ökologischer Ausgleich in Form von Einfluglöchern im Dachkasten geschaffen. Alleine an der Straßenfassade 48 Nistmöglichkeiten gezählt. An der Hoffassade ca. 10 Löcher im Dachkasten gezählt (schlecht einsehbar). Dem großen Trupp dort fliegender Mauersegler nach, sollte zumindest ein Teil der Nistmöglichkeiten auch von den Tieren genutzt werden

2013-07:Kontrolle Immenweg 26: Straßenfront über linkem obersten Balkon Verdacht auf Einflug von einem Mauersegler, nicht genau gesehen, da Balkonbrüstung die Sicht versperrt hat

2011-07: Sperlinge: Info an UNB über Gerüst und Sperlingskolonie am Nebengebäude im Hünensteig!",0,0,0,0,0,0
1533,,"Immenweg 6-10, OSZ Wilhelm-Ostwald-Schule",12169,Berlin,"OSZ - Wilhelm-Ostwald-Schule - Oberstufenzentrum

2021-05: Haussperlinge in Rollläden-Kästen am Gebäude zur Immenstraße

2015-12: Sperlings- oder Mauerseglernest, deutliche Kotspuren sichtbar am Werkstattgebäude (Klinkerbau hinter der Turnhalle) des OSZ - Wilhelm-Ostwald-Schule - Oberstufenzentrum; Gebäuderückseite zum Friedhof Bergstr. hin. Einsehbar von einem Fußweg der Kleingartenkolonie der direkt hinter dem Gebäude entlang geht.
",0,0,0,0,0,0
1482,,Ingridpfad 4 - 20,12249,Berlin,Sperlinge im gesamten Dachbereich unter den Ziegeln in Nischen.,0,0,0,0,0,0
374,,Innsbrucker Platz 4,10827,Berlin,"alte Bausubstanz
2008-06: 1x Mehlschwalben in 2. Etage am verglasten Balkon rechts von Haustür gesehen",0,0,0,0,0,0
630,,Innsbrucker Str. 5,10825,Berlin,"2010 an linker Hausgrenze kleiner Vorsprung, dort links unter Verblendung 1x Sperlinge, viele Mauersegleranflüge",0,0,0,0,0,0
631,,Innsbrucker Str. 57,10825,Berlin,2010 an rechter Hausgrenze an Fallrohr 1x Sperlinge,0,0,0,0,0,0
629,,Innsbrucker Str. 5/6,10825,Berlin,"2021-05: Rechts vom Hauseingang befindet sich eine eingelassene Dachrinne. Hier befinden sich diverse Sperlingsnester (ein Nest über dem anderen), Foto vorhanden

2010-06: an Hausgrenze zur 5 Mauerspalt mit Fallrohr, dort in Höhe 1. und 2. Etage Sperlinge",0,0,0,0,0,0
628,,Innsbrucker Str. 7/Wartburgstr. 22,10825,Berlin,"2021-05/06: update 2021: noch genau so

2010-06:  in Front zur Innsbrucker Str. an Hausecke, oberhalb Fallrohr-Mauerspalt 1x Sperlinge",0,0,0,0,0,0
195,,Isoldestr. 9,12159,Berlin,"2006: Stuck und Stucksäulen, am oberen Säulenende links 1x Mauersegler, rechts 1x Sperlinge",0,0,0,0,0,0
1553,,Jägerstr. 33B,12209,Berlin,"Kleine Kolonie im gesamten Dachbereich: Regenrinne, Metallverblendung, Ziegelkanten. Bestätigung der Nistplätze durch Mieter/Eigentümer im Dachgeschoss. Dachsanierung angedacht. Das Haus wird von einem Vorgarten umgeben, somit würde ein Gerüst auf privatem Grund stehen.",0,0,0,0,0,0
1634,,Jägerstr. 56,10117,Berlin,"drei Einflüge Mauersegler, Eckhaus, Straßenseite, unter Regenrinne (über 4. OG, unter ausgebautem Dachgeschoss), 1 Einflug: über erstem Fenster rechts neben Eckpfeiler, 2 Einflüge: über zweitem Fenster
diverse Mauersegler kreisen über dem Gendarmenmarkt neben der Jägerstraße",0,0,0,0,0,0
752,,Jeverstr. 19,12169,Berlin,"2006 alte Aufzeichung, Kontrolle! Mauersegler, Sperlinge: 4. OG Dachrinne linke Gebäudehälfte Straßenfront, je einen Einflug an zwei Nistplätzen",0,0,0,0,0,0
787,,Joachim-Friedrich-Str. 46,10711,Berlin,"2025-05: Brandmauer links vom Eingang neben Spielplatz. In die Fassade eingelassene runde Löcher. Das zweite von rechts mit Nistmaterial.

2011-06: hier 2x Mauersegler an Einbausteinen verputzte Brandmauer, rechte Hausseite",0,0,0,0,0,0
1249,,Johanna-Stegen-Str. 20,12167,Berlin,"2014 unter Dachrinne. Ein weiteres Nest, aber zerstört, befindet sich weiter rechts",0,0,0,0,0,0
1646,,Johanna-Stegen-Strasse 14,12167,Berlin,"Hintere Hausfront, 1. OG, 2. Fenster von rechts (von außen gesehen): Haussperling schlüpft in schmalen Spalt am Fensterrahmen, bettelnde Jungvögel sind zu hören, offensichtlich Fütterung.  ",0,0,0,0,0,0
173,,Johannisberger Str. 13,14197,Berlin,"2006: 1x Sperlinge links von Haustür unter Dachrinne, viele Mauersegleranflüge",0,0,0,0,0,0
245,,Johannisberger Str. 17 a,14197,Berlin,"2007: 1x Sperlinge am Fallrohr unter Dachrinne, Position an rechter Hausgrenze (Toreinfahrt)",0,0,0,0,0,0
